	0
5271	0.22535211
5272	0.27162978
5273	0.27263582
5274	0.29879275
5275	0.27665994
5276	0.29678068
5277	0.33802816
5278	0.36217302
5279	0.26458752
5280	0.27263582
5281	0.28571427
5282	0.14587525
5283	0.123742454
5284	0.06539235
5285	0.032193158
5286	0.03420523
5287	0.045271628
5288	0.017102616
5289	0.040241446
5290	0.06036217
5291	0.083501
5292	0.11066398
5293	0.12173038
5294	0.15593562
5295	0.16901408
5296	0.15492958
5297	0.16096579
5298	0.17605633
5299	0.17303823
5300	0.18410462
5301	0.18309858
5302	0.19517101
5303	0.13279678
5304	0.1418511
5305	0.12273642
5306	0.101609655
5307	0.10060362
5308	0.09255533
5309	0.0945674
5310	0.12072434
5311	0.167002
5312	0.22434607
5313	0.18209255
5314	0.12877263
5315	0.11770623
5316	0.09758551
5317	0.09657948
5318	0.079476856
5319	0.06136821
5320	0.06639839
5321	0.06941649
5322	0.07645875
5323	0.08148893
5324	0.07042253
5325	0.083501
5326	0.08148893
5327	0.07444668
5328	0.07042253
5329	0.07444668
5330	0.0945674
5331	0.11167002
5332	0.11569416
5333	0.11770623
5334	0.11066398
5335	0.09657948
5336	0.093561366
5337	0.11368209
5338	0.11167002
5339	0.11569416
5340	0.1056338
5341	0.0945674
5342	0.09959758
5343	0.07142857
5344	0.053319916
5345	0.0472837
5346	0.083501
5347	0.09657948
5348	0.11167002
5349	0.10060362
5350	0.08450704
5351	0.08853118
5352	0.079476856
5353	0.075452715
5354	0.08853118
5355	0.087525144
5356	0.09657948
5357	0.09657948
5358	0.13279678
5359	0.1418511
5360	0.17505029
5361	0.16800804
5362	0.18511066
5363	0.19517101
5364	0.19114688
5365	0.14688128
5366	0.18410462
5367	0.15794767
5368	0.14486921
5369	0.0
5370	0.0
5371	0.0
5372	0.0
5373	0.0
5374	0.0
5375	0.0
5376	0.0
5377	0.0
5378	0.0
5379	0.0
5380	0.0
5381	0.0
5382	0.0
5383	0.0
5384	0.0
5385	0.0
5386	0.0
5387	0.0
5388	0.0
5389	0.0
5390	0.0
5391	0.0
5392	0.0
5393	0.0
5394	0.0
5395	0.0
5396	0.0
5397	0.0
5398	0.0
5399	0.0
5400	0.0
5401	0.0
5402	0.0
5403	0.0
5404	0.0
5405	0.0
5406	0.0
5407	0.0
5408	0.0
5409	0.0
5410	0.0
5411	0.0
5412	0.0
5413	0.0
5414	0.0
5415	0.0
5416	0.0
5417	0.0
5418	0.0
5419	0.0
5420	0.0
5421	0.0
5422	0.0
5423	0.0
5424	0.0
5425	0.0
5426	0.0
5427	0.0
5428	0.0
5429	0.0
5430	0.0
5431	0.0
5432	0.0
5433	0.0
5434	0.0
5435	0.0
5436	0.0
5437	0.112676054
5438	0.06841046
5439	0.045271628
5440	0.06941649
5441	0.06841046
5442	0.09255533
5443	0.079476856
5444	0.06841046
5445	0.07645875
5446	0.08148893
5447	0.09758551
5448	0.11468813
5449	0.14084506
5450	0.15895371
5451	0.15895371
5452	0.18309858
5453	0.167002
5454	0.1891348
5455	0.19517101
5456	0.17505029
5457	0.17404427
5458	0.12173038
5459	0.12575452
5460	0.12273642
5461	0.11871227
5462	0.123742454
5463	0.1277666
5464	0.1529175
5465	0.14486921
5466	0.14587525
5467	0.15694164
5468	0.17203219
5469	0.2002012
5470	0.250503
5471	0.30181086
5472	0.2867203
5473	0.28269616
5474	0.3199195
5475	0.3279678
5476	0.3390342
5477	0.31388327
5478	0.31287724
5479	0.29275653
5480	0.23138832
5481	0.24748491
5482	0.3108652
5483	0.28470823
5484	0.23843057
5485	0.16498993
5486	0.14084506
5487	0.14084506
5488	0.1529175
5489	0.17404427
5490	0.13682093
5491	0.090543255
5492	0.10362173
5493	0.104627766
5494	0.10663983
5495	0.08953722
5496	0.08551308
5497	0.08450704
5498	0.08853118
5499	0.09758551
5500	0.10261569
5501	0.093561366
5502	0.10261569
5503	0.10060362
5504	0.10060362
5505	0.07847082
5506	0.075452715
5507	0.093561366
5508	0.123742454
5509	0.12474848
5510	0.116700195
5511	0.12977867
5512	0.12173038
5513	0.13480885
5514	0.13782696
5515	0.15492958
5516	0.2112676
5517	0.19617705
5518	0.15492958
5519	0.1529175
5520	0.16498993
5521	0.16599597
5522	0.12676056
5523	0.12173038
5524	0.13279678
5525	0.119718306
5526	0.08853118
5527	0.079476856
5528	0.06539235
5529	0.06338028
5530	0.079476856
5531	0.093561366
5532	0.116700195
5533	0.14688128
5534	0.13883299
5535	0.14486921
5536	0.15191147
5537	0.13279678
5538	0.11368209
5539	0.06338028
5540	0.064386316
5541	0.045271628
5542	0.06237424
5543	0.06036217
5544	0.03923541
5545	0.0472837
5546	0.045271628
5547	0.052313883
5548	0.052313883
5549	0.053319916
5550	0.05030181
5551	0.035211265
5552	0.046277665
5553	0.051307846
5554	0.038229376
5555	0.03420523
5556	0.04426559
5557	0.019114688
5558	0.02112676
5559	0.012072435
5560	0.026156941
5561	0.046277665
5562	0.029175049
5563	0.013078471
5564	0.0090543255
5565	0.0090543255
5566	0.0090543255
5567	0.017102616
5568	0.0040241447
5569	0.008048289
5570	0.015090543
5571	0.023138832
5572	0.011066398
5573	0.023138832
5574	0.032193158
5575	0.030181086
5576	0.012072435
5577	0.011066398
5578	0.017102616
5579	0.018108651
5580	0.02112676
5581	0.015090543
5582	0.011066398
5583	0.02414487
5584	0.038229376
5585	0.045271628
5586	0.04426559
5587	0.04828974
5588	0.04225352
5589	0.049295772
5590	0.06136821
5591	0.057344064
5592	0.056338027
5593	0.06136821
5594	0.064386316
5595	0.083501
5596	0.08249497
5597	0.07645875
5598	0.06136821
5599	0.06639839
5600	0.06237424
5601	0.07042253
5602	0.06338028
5603	0.057344064
5604	0.06539235
5605	0.08450704
5606	0.07645875
5607	0.059356134
5608	0.07042253
5609	0.108651906
5610	0.1498994
5611	0.17002012
5612	0.15794767
5613	0.18712273
5614	0.167002
5615	0.17404427
5616	0.17907444
5617	0.19114688
5618	0.21227363
5619	0.1780684
5620	0.18309858
5621	0.15995975
5622	0.18209255
5623	0.17002012
5624	0.15794767
5625	0.20321931
5626	0.18712273
5627	0.1277666
5628	0.11770623
5629	0.087525144
5630	0.07042253
5631	0.06036217
5632	0.03420523
5633	0.03420523
5634	0.0472837
5635	0.045271628
5636	0.03923541
5637	0.06136821
5638	0.072434604
5639	0.07344064
5640	0.07746479
5641	0.06941649
5642	0.083501
5643	0.07645875
5644	0.093561366
5645	0.09758551
5646	0.10060362
5647	0.07444668
5648	0.08148893
5649	0.07746479
5650	0.08249497
5651	0.075452715
5652	0.09758551
5653	0.07344064
5654	0.07142857
5655	0.07042253
5656	0.08148893
5657	0.090543255
5658	0.13279678
5659	0.18511066
5660	0.11569416
5661	0.12273642
5662	0.12474848
5663	0.13380282
5664	0.098591544
5665	0.07042253
5666	0.06237424
5667	0.08148893
5668	0.08148893
5669	0.07142857
5670	0.057344064
5671	0.06036217
5672	0.04426559
5673	0.04225352
5674	0.03118712
5675	0.041247483
5676	0.027162977
5677	0.033199195
5678	0.035211265
5679	0.045271628
5680	0.10261569
5681	0.101609655
5682	0.026156941
5683	0.022132795
5684	0.025150904
5685	0.033199195
5686	0.033199195
5687	0.036217302
5688	0.033199195
5689	0.043259557
5690	0.046277665
5691	0.035211265
5692	0.04225352
5693	0.064386316
5694	0.041247483
5695	0.040241446
5696	0.046277665
5697	0.035211265
5698	0.026156941
5699	0.03118712
5700	0.02414487
5701	0.017102616
5702	0.026156941
5703	0.030181086
5704	0.04225352
5705	0.059356134
5706	0.06639839
5707	0.054325953
5708	0.04426559
5709	0.04426559
5710	0.0945674
5711	0.1277666
5712	0.04828974
5713	0.06941649
5714	0.07344064
5715	0.051307846
5716	0.033199195
5717	0.0472837
5718	0.02414487
5719	0.03722334
5720	0.020120723
5721	0.02414487
5722	0.017102616
5723	0.022132795
5724	0.016096579
5725	0.011066398
5726	0.035211265
5727	0.04225352
5728	0.04426559
5729	0.05533199
5730	0.049295772
5731	0.06539235
5732	0.09758551
5733	0.13279678
5734	0.11066398
5735	0.13682093
5736	0.16901408
5737	0.15794767
5738	0.19215292
5739	0.16096579
5740	0.19617705
5741	0.13581489
5742	0.12173038
5743	0.10261569
5744	0.08249497
5745	0.098591544
5746	0.11066398
5747	0.13883299
5748	0.079476856
5749	0.06036217
5750	0.054325953
5751	0.06237424
5752	0.09154929
5753	0.09959758
5754	0.093561366
5755	0.08853118
5756	0.09557344
5757	0.10261569
5758	0.14587525
5759	0.10764587
5760	0.10060362
5761	0.10362173
5762	0.11468813
5763	0.1307847
5764	0.11167002
5765	0.07746479
5766	0.06740443
5767	0.09557344
5768	0.083501
5769	0.054325953
5770	0.06136821
5771	0.07746479
5772	0.058350097
5773	0.08853118
5774	0.07444668
5775	0.07042253
5776	0.12877263
5777	0.21830985
5778	0.22535211
5779	0.17706236
5780	0.16599597
5781	0.116700195
5782	0.07344064
5783	0.06036217
5784	0.059356134
5785	0.045271628
5786	0.06539235
5787	0.072434604
5788	0.112676054
5789	0.1056338
5790	0.093561366
5791	0.08148893
5792	0.09255533
5793	0.10261569
5794	0.09255533
5795	0.08953722
5796	0.10362173
5797	0.08048289
5798	0.101609655
5799	0.09557344
5800	0.08551308
5801	0.08953722
5802	0.10764587
5803	0.11569416
5804	0.10060362
5805	0.09959758
5806	0.1056338
5807	0.108651906
5808	0.116700195
5809	0.09557344
5810	0.079476856
5811	0.08249497
5812	0.090543255
5813	0.07847082
5814	0.07645875
5815	0.04426559
5816	0.06136821
5817	0.052313883
5818	0.045271628
5819	0.05533199
5820	0.04426559
5821	0.05533199
5822	0.043259557
5823	0.03722334
5824	0.059356134
5825	0.059356134
5826	0.053319916
5827	0.07344064
5828	0.08148893
5829	0.08249497
5830	0.08148893
5831	0.1056338
5832	0.1056338
5833	0.08551308
5834	0.049295772
5835	0.045271628
5836	0.036217302
5837	0.046277665
5838	0.059356134
5839	0.051307846
5840	0.05030181
5841	0.03923541
5842	0.03923541
5843	0.046277665
5844	0.07746479
5845	0.104627766
5846	0.08048289
5847	0.112676054
5848	0.14386317
5849	0.19215292
5850	0.21227363
5851	0.22535211
5852	0.250503
5853	0.2555332
5854	0.28571427
5855	0.22937626
5856	0.13581489
5857	0.0945674
5858	0.101609655
5859	0.093561366
5860	0.09758551
5861	0.10060362
5862	0.09557344
5863	0.056338027
5864	0.052313883
5865	0.052313883
5866	0.051307846
5867	0.046277665
5868	0.06237424
5869	0.07042253
5870	0.079476856
5871	0.090543255
5872	0.10362173
5873	0.10362173
5874	0.11871227
5875	0.14285713
5876	0.15794767
5877	0.15593562
5878	0.15995975
5879	0.08249497
5880	0.08148893
5881	0.1056338
5882	0.101609655
5883	0.093561366
5884	0.09255533
5885	0.08148893
5886	0.058350097
5887	0.072434604
5888	0.07444668
5889	0.08148893
5890	0.086519115
5891	0.07746479
5892	0.07142857
5893	0.07847082
5894	0.08048289
5895	0.08853118
5896	0.08953722
5897	0.093561366
5898	0.090543255
5899	0.13581489
5900	0.12575452
5901	0.112676054
5902	0.08853118
5903	0.09255533
5904	0.09154929
5905	0.10362173
5906	0.10060362
5907	0.09154929
5908	0.16197182
5909	0.1861167
5910	0.17102616
5911	0.14688128
5912	0.13380282
5913	0.12575452
5914	0.13179074
5915	0.123742454
5916	0.08953722
5917	0.09657948
5918	0.087525144
5919	0.09557344
5920	0.09758551
5921	0.11770623
5922	0.12877263
5923	0.14486921
5924	0.14788732
5925	0.12977867
5926	0.14889336
5927	0.1639839
5928	0.16901408
5929	0.1529175
5930	0.1780684
5931	0.18309858
5932	0.1780684
5933	0.15191147
5934	0.15090543
5935	0.13179074
5936	0.13581489
5937	0.11770623
5938	0.10362173
5939	0.10362173
5940	0.09557344
5941	0.09959758
5942	0.104627766
5943	0.12877263
5944	0.18309858
5945	0.22535211
5946	0.23340039
5947	0.21730381
5948	0.23038228
5949	0.22736418
5950	0.25150904
5951	0.27967805
5952	0.250503
5953	0.20221327
5954	0.16197182
5955	0.20422535
5956	0.22334003
5957	0.22736418
5958	0.19818912
5959	0.2112676
5960	0.14889336
5961	0.056338027
5962	0.052313883
5963	0.038229376
5964	0.041247483
5965	0.04828974
5966	0.043259557
5967	0.054325953
5968	0.07042253
5969	0.058350097
5970	0.06136821
5971	0.064386316
5972	0.07444668
5973	0.10362173
5974	0.10261569
5975	0.06136821
5976	0.06941649
5977	0.08148893
5978	0.079476856
5979	0.12977867
5980	0.13380282
5981	0.09657948
5982	0.08148893
5983	0.058350097
5984	0.06338028
5985	0.06740443
5986	0.08148893
5987	0.11368209
5988	0.09758551
5989	0.09758551
5990	0.11167002
5991	0.10261569
5992	0.10060362
5993	0.123742454
5994	0.12575452
5995	0.12877263
5996	0.11871227
5997	0.11569416
5998	0.14084506
5999	0.14285713
6000	0.12273642
6001	0.10965794
6002	0.15995975
6003	0.15492958
6004	0.2142857
6005	0.21730381
6006	0.22837022
6007	0.2112676
6008	0.22132796
6009	0.21730381
6010	0.21227363
6011	0.20523138
6012	0.12273642
6013	0.12173038
6014	0.08551308
6015	0.11468813
6016	0.1529175
6017	0.13179074
6018	0.14486921
6019	0.14788732
6020	0.16096579
6021	0.17605633
6022	0.17706236
6023	0.19416498
6024	0.20120724
6025	0.19014084
6026	0.108651906
6027	0.05030181
6028	0.07344064
6029	0.057344064
6030	0.057344064
6031	0.045271628
6032	0.06237424
6033	0.06237424
6034	0.02414487
6035	0.02414487
6036	0.027162977
6037	0.038229376
6038	0.03923541
6039	0.027162977
6040	0.06639839
6041	0.11167002
6042	0.19919516
6043	0.18209255
6044	0.21327966
6045	0.17505029
6046	0.17102616
6047	0.13380282
6048	0.05030181
6049	0.028169014
6050	0.018108651
6051	0.0
6052	0.0
6053	0.0
6054	0.0
6055	0.0
6056	0.0
6057	0.0
6058	0.0
6059	0.0
6060	0.0
6061	0.0
6062	0.0
6063	0.0
6064	0.0
6065	0.0
6066	0.0
6067	0.07645875
6068	0.072434604
6069	0.072434604
6070	0.2082495
6071	0.24144869
6072	0.222334
6073	0.16498993
6074	0.098591544
6075	0.06941649
6076	0.09657948
6077	0.119718306
6078	0.11066398
6079	0.10764587
6080	0.09154929
6081	0.07142857
6082	0.06941649
6083	0.08551308
6084	0.087525144
6085	0.10362173
6086	0.11569416
6087	0.123742454
6088	0.123742454
6089	0.13279678
6090	0.12072434
6091	0.13279678
6092	0.15593562
6093	0.14285713
6094	0.15593562
6095	0.21931589
6096	0.26257545
6097	0.27062374
6098	0.20724346
6099	0.11770623
6100	0.11167002
6101	0.11468813
6102	0.12072434
6103	0.13480885
6104	0.13179074
6105	0.1418511
6106	0.1418511
6107	0.15995975
6108	0.12977867
6109	0.15090543
6110	0.12474848
6111	0.12173038
6112	0.13883299
6113	0.13983902
6114	0.18108651
6115	0.16800804
6116	0.19215292
6117	0.21026157
6118	0.27665994
6119	0.278672
6120	0.31187123
6121	0.24346076
6122	0.20724346
6123	0.13682093
6124	0.167002
6125	0.17605633
6126	0.16096579
6127	0.18008047
6128	0.18309858
6129	0.1780684
6130	0.18410462
6131	0.15392354
6132	0.12877263
6133	0.16599597
6134	0.167002
6135	0.1529175
6136	0.17002012
6137	0.21327966
6138	0.22635815
6139	0.22837022
6140	0.22635815
6141	0.3229376
6142	0.36016095
6143	0.36217302
6144	0.41348088
6145	0.37625754
6146	0.416499
6147	0.3511066
6148	0.2997988
6149	0.3360161
6150	0.33501005
6151	0.45774648
6152	0.44265592
6153	0.3148893
6154	0.21629778
6155	0.19114688
6156	0.23742454
6157	0.18812877
6158	0.21227363
6159	0.19718309
6160	0.24144869
6161	0.28269616
6162	0.29879275
6163	0.2947686
6164	0.2555332
6165	0.20422535
6166	0.18712273
6167	0.20623742
6168	0.20120724
6169	0.18209255
6170	0.17706236
6171	0.1891348
6172	0.18209255
6173	0.22032192
6174	0.22736418
6175	0.23943661
6176	0.24849093
6177	0.22635815
6178	0.24547283
6179	0.2002012
6180	0.15794767
6181	0.19517101
6182	0.26358148
6183	0.22535211
6184	0.17505029
6185	0.17102616
6186	0.15392354
6187	0.104627766
6188	0.13682093
6189	0.11770623
6190	0.0945674
6191	0.112676054
6192	0.07142857
6193	0.08953722
6194	0.08450704
6195	0.07042253
6196	0.06136821
6197	0.053319916
6198	0.03420523
6199	0.026156941
6200	0.043259557
6201	0.02112676
6202	0.013078471
6203	0.02414487
6204	0.033199195
6205	0.0090543255
6206	0.026156941
6207	0.030181086
6208	0.014084507
6209	0.012072435
6210	0.008048289
6211	0.0060362173
6212	0.03118712
6213	0.026156941
6214	0.020120723
6215	0.019114688
6216	0.016096579
6217	0.017102616
6218	0.014084507
6219	0.012072435
6220	0.005030181
6221	0.020120723
6222	0.005030181
6223	0.020120723
6224	0.023138832
6225	0.033199195
6226	0.02112676
6227	0.0030181087
6228	0.0060362173
6229	0.027162977
6230	0.023138832
6231	0.035211265
6232	0.04828974
6233	0.054325953
6234	0.04426559
6235	0.04426559
6236	0.02414487
6237	0.03420523
6238	0.045271628
6239	0.054325953
6240	0.05533199
6241	0.05533199
6242	0.05533199
6243	0.05533199
6244	0.08450704
6245	0.10663983
6246	0.07344064
6247	0.087525144
6248	0.11871227
6249	0.13883299
6250	0.11871227
6251	0.079476856
6252	0.07042253
6253	0.049295772
6254	0.03722334
6255	0.0472837
6256	0.0
6257	0.0
6258	0.0
6259	0.0
6260	0.0
6261	0.08450704
6262	0.09154929
6263	0.08249497
6264	0.07645875
6265	0.12977867
6266	0.14788732
6267	0.11569416
6268	0.12173038
6269	0.10965794
6270	0.09959758
6271	0.12173038
6272	0.119718306
6273	0.12474848
6274	0.14386317
6275	0.12877263
6276	0.10663983
6277	0.101609655
6278	0.057344064
6279	0.04828974
6280	0.03420523
6281	0.035211265
6282	0.052313883
6283	0.056338027
6284	0.049295772
6285	0.028169014
6286	0.020120723
6287	0.011066398
6288	0.0010060362
6289	0.0040241447
6290	0.0
6291	0.0
6292	0.0
6293	0.0
6294	0.0
6295	0.0
6296	0.0
6297	0.0
6298	0.0
6299	0.0
6300	0.0
6301	0.0
6302	0.0
6303	0.0
6304	0.0
6305	0.0
6306	0.0
6307	0.0
6308	0.0
6309	0.0
6310	0.0
6311	0.0
6312	0.0
6313	0.0
6314	0.0
6315	0.0
6316	0.0
6317	0.0
6318	0.0
6319	0.0
6320	0.0
6321	0.0
6322	0.0
6323	0.0
6324	0.0
6325	0.0
6326	0.0
6327	0.0
6328	0.0
6329	0.0
6330	0.0
6331	0.0
6332	0.0
6333	0.0
6334	0.0
6335	0.0
6336	0.0
6337	0.0
6338	0.0
6339	0.0
6340	0.0
6341	0.0
6342	0.0
6343	0.0
6344	0.0
6345	0.0
6346	0.0
6347	0.0
6348	0.0
6349	0.0
6350	0.0
6351	0.0
6352	0.0
6353	0.0
6354	0.0
6355	0.0
6356	0.0
6357	0.0
6358	0.0
6359	0.0
6360	0.0
6361	0.0
6362	0.0
6363	0.0
6364	0.0
6365	0.0
6366	0.0
6367	0.0
6368	0.0
6369	0.0
6370	0.0
6371	0.0
6372	0.0
6373	0.0
6374	0.0
6375	0.0
6376	0.0
6377	0.0
6378	0.0
6379	0.0
6380	0.0
6381	0.0
6382	0.0
6383	0.0
6384	0.0
6385	0.0
6386	0.0
6387	0.0
6388	0.0
6389	0.0
6390	0.0
6391	0.0
6392	0.0
6393	0.0
6394	0.0
6395	0.0
6396	0.0
6397	0.0
6398	0.0
6399	0.0
6400	0.0
6401	0.0
6402	0.0
6403	0.0
6404	0.0
6405	0.0
6406	0.0
6407	0.0
6408	0.0
6409	0.0
6410	0.0
6411	0.0
6412	0.0
6413	0.0
6414	0.0
6415	0.0
6416	0.0
6417	0.0
6418	0.0
6419	0.0
6420	0.0
6421	0.0
6422	0.0
6423	0.0
6424	0.0
6425	0.0
6426	0.0
6427	0.0
6428	0.0
6429	0.0
6430	0.0
6431	0.0
6432	0.0
6433	0.0
6434	0.0
6435	0.0
6436	0.0
6437	0.0
6438	0.0
6439	0.0
6440	0.0
6441	0.0
6442	0.0
6443	0.0
6444	0.0
6445	0.045271628
6446	0.0
6447	0.0
6448	0.0
6449	0.0
6450	0.0
6451	0.0
6452	0.0
6453	0.0
6454	0.0
6455	0.0
6456	0.0
6457	0.0
6458	0.0
6459	0.0
6460	0.0
6461	0.0
6462	0.0
6463	0.0
6464	0.0
6465	0.0
6466	0.0
6467	0.0
6468	0.0
6469	0.0
6470	0.0
6471	0.0
6472	0.0
6473	0.0
6474	0.0
6475	0.0
6476	0.0
6477	0.0
6478	0.0
6479	0.0
6480	0.0
6481	0.0
6482	0.0
6483	0.0
6484	0.0
6485	0.0
6486	0.0
6487	0.0
6488	0.0
6489	0.0
6490	0.0
6491	0.0
6492	0.0
6493	0.0
6494	0.0
6495	0.0
6496	0.0
6497	0.0
6498	0.0
6499	0.0
6500	0.0
6501	0.0
6502	0.0
6503	0.0
6504	0.0
6505	0.0
6506	0.0
6507	0.0
6508	0.0
6509	0.0
6510	0.0
6511	0.0
6512	0.0
6513	0.0
6514	0.0
6515	0.0
6516	0.0
6517	0.0
6518	0.0
6519	0.0
6520	0.0
6521	0.0
6522	0.21026157
6523	0.20523138
6524	0.22334003
6525	0.23239435
6526	0.2696177
6527	0.25955734
6528	0.19718309
6529	0.19315895
6530	0.16599597
6531	0.15694164
6532	0.15593562
6533	0.16297786
6534	0.21227363
6535	0.27565393
6536	0.26760563
6537	0.22635815
6538	0.19517101
6539	0.20422535
6540	0.22535211
6541	0.23541246
6542	0.26056337
6543	0.24849093
6544	0.26760563
6545	0.23843057
6546	0.2444668
6547	0.24346076
6548	0.25754526
6549	0.16901408
6550	0.07444668
6551	0.06740443
6552	0.08048289
6553	0.075452715
6554	0.054325953
6555	0.0472837
6556	0.051307846
6557	0.0472837
6558	0.03420523
6559	0.022132795
6560	0.0090543255
6561	0.011066398
6562	0.012072435
6563	0.011066398
6564	0.0070422534
6565	0.0030181087
6566	0.005030181
6567	0.0070422534
6568	0.0060362173
6569	0.010060362
6570	0.013078471
6571	0.016096579
6572	0.012072435
6573	0.012072435
6574	0.013078471
6575	0.012072435
6576	0.012072435
6577	0.013078471
6578	0.012072435
6579	0.012072435
6580	0.013078471
6581	0.010060362
6582	0.012072435
6583	0.013078471
6584	0.012072435
6585	0.011066398
6586	0.011066398
6587	0.010060362
6588	0.008048289
6589	0.0060362173
6590	0.005030181
6591	0.0060362173
6592	0.008048289
6593	0.0070422534
6594	0.0070422534
6595	0.008048289
6596	0.0070422534
6597	0.0090543255
6598	0.023138832
6599	0.02112676
6600	0.025150904
6601	0.022132795
6602	0.014084507
6603	0.022132795
6604	0.027162977
6605	0.022132795
6606	0.014084507
6607	0.019114688
6608	0.015090543
6609	0.017102616
6610	0.02112676
6611	0.02414487
6612	0.02414487
6613	0.026156941
6614	0.02414487
6615	0.025150904
6616	0.027162977
6617	0.038229376
6618	0.0472837
6619	0.041247483
6620	0.04225352
6621	0.08551308
6622	0.08853118
6623	0.090543255
6624	0.07344064
6625	0.057344064
6626	0.05030181
6627	0.043259557
6628	0.052313883
6629	0.052313883
6630	0.03118712
6631	0.038229376
6632	0.04426559
6633	0.03923541
6634	0.043259557
6635	0.05533199
6636	0.056338027
6637	0.06036217
6638	0.072434604
6639	0.08048289
6640	0.09959758
6641	0.13380282
6642	0.167002
6643	0.1529175
6644	0.19315895
6645	0.20724346
6646	0.2615694
6647	0.21830985
6648	0.17102616
6649	0.15191147
6650	0.13682093
6651	0.11569416
6652	0.14486921
6653	0.15492958
6654	0.19919516
6655	0.2535211
6656	0.26458752
6657	0.2444668
6658	0.21830985
6659	0.25754526
6660	0.28571427
6661	0.2535211
6662	0.26559356
6663	0.32193157
6664	0.37424546
6665	0.43762574
6666	0.5060362
6667	0.53722334
6668	0.5090543
6669	0.5080483
6670	0.46780682
6671	0.47082493
6672	0.45171025
6673	0.42052314
6674	0.40744466
6675	0.37625754
6676	0.39034203
6677	0.3863179
6678	0.3863179
6679	0.3832998
6680	0.36116698
6681	0.37122735
6682	0.35714284
6683	0.35010058
6684	0.34607646
6685	0.33199194
6686	0.28068408
6687	0.2535211
6688	0.28873238
6689	0.32897383
6690	0.3672032
6691	0.39336014
6692	0.4255533
6693	0.4315895
6694	0.44164988
6695	0.46076456
6696	0.43863177
6697	0.4336016
6698	0.41046277
6699	0.389336
6700	0.3511066
6701	0.334004
6702	0.35010058
6703	0.35211265
6704	0.34607646
6705	0.37122735
6706	0.4084507
6707	0.42454726
6708	0.31187123
6709	0.17605633
6710	0.25452715
6711	0.26458752
6712	0.22434607
6713	0.40241447
6714	0.472837
6715	0.4617706
6716	0.3802817
6717	0.2917505
6718	0.2917505
6719	0.28873238
6720	0.28470823
6721	0.28470823
6722	0.3390342
6723	0.3309859
6724	0.31287724
6725	0.3199195
6726	0.33702213
6727	0.32595572
6728	0.30885312
6729	0.32494968
6730	0.35211265
6731	0.37625754
6732	0.39839032
6733	0.43762574
6734	0.4144869
6735	0.45171025
6736	0.4315895
6737	0.41348088
6738	0.43259555
6739	0.4336016
6740	0.44265592
6741	0.4366197
6742	0.44064385
6743	0.41851106
6744	0.4195171
6745	0.39637825
6746	0.38229376
6747	0.3782696
6748	0.38732392
6749	0.38531187
6750	0.39939636
6751	0.39436617
6752	0.41046277
6753	0.43058348
6754	0.4225352
6755	0.40140843
6756	0.39336014
6757	0.3953722
6758	0.41750503
6759	0.3973843
6760	0.4225352
6761	0.416499
6762	0.39637825
6763	0.35010058
6764	0.07444668
6765	0.032193158
6766	0.017102616
6767	0.0060362173
6768	0.005030181
6769	0.0040241447
6770	0.0060362173
6771	0.008048289
6772	0.016096579
6773	0.0020120724
6774	0.0040241447
6775	0.0070422534
6776	0.005030181
6777	0.0040241447
6778	0.0070422534
6779	0.0070422534
6780	0.0070422534
6781	0.010060362
6782	0.010060362
6783	0.013078471
6784	0.017102616
6785	0.0090543255
6786	0.011066398
6787	0.02112676
6788	0.02112676
6789	0.03722334
6790	0.030181086
6791	0.045271628
6792	0.056338027
6793	0.04225352
6794	0.051307846
6795	0.033199195
6796	0.04828974
6797	0.04225352
6798	0.032193158
6799	0.029175049
6800	0.03118712
6801	0.022132795
6802	0.02414487
6803	0.0
6804	0.0
6805	0.040241446
6806	0.032193158
6807	0.045271628
6808	0.05533199
6809	0.075452715
6810	0.10764587
6811	0.12575452
6812	0.15492958
6813	0.16901408
6814	0.18812877
6815	0.1639839
6816	0.14386317
6817	0.11871227
6818	0.11167002
6819	0.09959758
6820	0.086519115
6821	0.06639839
6822	0.056338027
6823	0.05533199
6824	0.06338028
6825	0.06740443
6826	0.07042253
6827	0.09154929
6828	0.10764587
6829	0.13782696
6830	0.10261569
6831	0.11468813
6832	0.14889336
6833	0.16498993
6834	0.19416498
6835	0.16498993
6836	0.11871227
6837	0.041247483
6838	0.017102616
6839	0.013078471
6840	0.013078471
6841	0.010060362
6842	0.005030181
6843	0.0020120724
6844	0.0070422534
6845	0.022132795
6846	0.012072435
6847	0.022132795
6848	0.011066398
6849	0.016096579
6850	0.018108651
6851	0.0070422534
6852	0.017102616
6853	0.011066398
6854	0.018108651
6855	0.02112676
6856	0.016096579
6857	0.022132795
6858	0.013078471
6859	0.02112676
6860	0.030181086
6861	0.019114688
6862	0.019114688
6863	0.015090543
6864	0.018108651
6865	0.056338027
6866	0.038229376
6867	0.018108651
6868	0.04828974
6869	0.03722334
6870	0.019114688
6871	0.0090543255
6872	0.008048289
6873	0.023138832
6874	0.02414487
6875	0.026156941
6876	0.03118712
6877	0.046277665
6878	0.06740443
6879	0.07344064
6880	0.06740443
6881	0.07142857
6882	0.064386316
6883	0.07746479
6884	0.07142857
6885	0.11167002
6886	0.12575452
6887	0.13380282
6888	0.13480885
6889	0.14386317
6890	0.123742454
6891	0.09758551
6892	0.07344064
6893	0.03722334
6894	0.03420523
6895	0.06338028
